Iteration	Posterior	Likelihood	Prior	clock_time	TL	tmrca_Holocephalans_A	tmrca_Holocephalans_B
520	-1973.94	-1807.98	-165.964	1.044116	887.0728	0.1379147	0.13551
530	-1967.49	-1801.53	-165.964	1.044116	887.0875	0.1374949	0.13551
540	-1968.53	-1802.56	-165.964	1.044116	887.0375	0.1385066	0.13551
550	-1966.75	-1800.79	-165.964	1.044116	886.9808	0.1374272	0.13551
560	-1965.53	-1799.57	-165.964	1.044116	887.0013	0.1348489	0.13551
570	-1968.25	-1802.29	-165.964	1.044116	887.1145	0.1466601	0.13551
580	-1969.59	-1803.63	-165.964	1.044116	887.1315	0.1439409	0.13551
590	-1967.97	-1802.01	-165.964	1.044116	887.0498	0.1411427	0.13551
600	-1965.33	-1799.37	-165.964	1.044116	887.0451	0.1356062	0.13551
610	-1969.63	-1803.67	-165.964	1.044116	887.1009	0.1337641	0.13551
620	-1970.97	-1805	-165.964	1.044116	887.1067	0.1454149	0.13551
630	-1971.68	-1805.72	-165.964	1.044116	887.0653	0.1317834	0.13551
640	-1971.88	-1805.92	-165.964	1.044116	887.1938	0.1475827	0.13551
650	-1975.05	-1809.08	-165.964	1.044116	887.2239	0.1478053	0.13551
660	-1974.24	-1808.28	-165.964	1.044116	887.1935	0.1437557	0.13551
670	-1973.83	-1807.87	-165.964	1.044116	887.0922	0.1496358	0.13551
680	-1970.46	-1804.49	-165.964	1.044116	887.1721	0.1344609	0.13551
690	-1968.45	-1802.48	-165.964	1.044116	887.0858	0.1505303	0.13551
700	-1967.91	-1801.94	-165.964	1.044116	887.083	0.134454	0.13551
710	-1969.59	-1803.63	-165.964	1.044116	887.0612	0.1397432	0.13551
720	-1963.89	-1797.92	-165.964	1.044116	887.0824	0.1413595	0.13551
730	-1969.64	-1803.68	-165.964	1.044116	887.1029	0.1430235	0.13551
740	-1967.07	-1801.1	-165.964	1.044116	887.0401	0.1351088	0.13551
750	-1976.24	-1810.28	-165.964	1.044116	887.207	0.1700757	0.13551
760	-1974.29	-1808.33	-165.964	1.044116	887.1925	0.147542	0.13551
770	-1970.84	-1804.88	-165.964	1.044116	887.1414	0.1323894	0.13551
780	-1969.12	-1803.15	-165.964	1.044116	887.1318	0.1318991	0.13551
790	-1970.66	-1804.69	-165.964	1.044116	887.1449	0.1404993	0.13551
800	-1970	-1804.03	-165.964	1.044116	887.0914	0.1390947	0.13551
810	-1966.2	-1800.24	-165.964	1.044116	887.2024	0.1398521	0.13551
820	-1972.54	-1806.57	-165.964	1.044116	887.196	0.1360277	0.13551
830	-1971.89	-1805.93	-165.964	1.044116	887.189	0.1444142	0.13551
840	-1970.04	-1804.07	-165.964	1.044116	887.0564	0.1336556	0.13551
850	-1969.49	-1803.53	-165.964	1.044116	887.1259	0.1501259	0.13551
860	-1970.13	-1804.17	-165.964	1.044116	886.9763	0.1383724	0.13551
870	-1966.34	-1800.37	-165.964	1.044116	887.1103	0.1426332	0.13551
880	-1969.41	-1803.45	-165.964	1.044116	886.968	0.1388969	0.13551
890	-1969.89	-1803.93	-165.964	1.044116	887.0056	0.1327144	0.13551
900	-1969.81	-1803.84	-165.964	1.044116	887.0948	0.1477293	0.13551
910	-1967.03	-1801.06	-165.964	1.044116	887.1035	0.1370591	0.13551
920	-1970.09	-1804.13	-165.964	1.044116	887.0714	0.1396027	0.13551
930	-1969.91	-1803.94	-165.964	1.044116	887.0778	0.1351534	0.13551
940	-1970.11	-1804.14	-165.964	1.044116	887.1746	0.1464761	0.13551
950	-1968.54	-1802.57	-165.964	1.044116	887.168	0.1365652	0.13551
960	-1969.05	-1803.09	-165.964	1.044116	887.1038	0.1322954	0.13551
970	-1965.98	-1800.01	-165.964	1.044116	887.2736	0.1312605	0.13551
980	-1972.09	-1806.12	-165.964	1.044116	887.3147	0.1365885	0.13551
990	-1969.56	-1803.6	-165.964	1.044116	887.2019	0.1473033	0.13551
1000	-1971.07	-1805.1	-165.964	1.044116	887.1907	0.1372096	0.13551
1010	-1971.41	-1805.44	-165.964	1.044116	887.2424	0.1418895	0.13551
1020	-1966.86	-1800.9	-165.964	1.044116	887.2453	0.1479584	0.13551
1030	-1967.55	-1801.59	-165.964	1.044116	887.1968	0.1402936	0.13551
1040	-1967.58	-1801.62	-165.964	1.044116	887.1145	0.1342726	0.13551
1050	-1966.2	-1800.23	-165.964	1.044116	887.1294	0.1459321	0.13551
1060	-1963.64	-1797.68	-165.964	1.044116	887.1058	0.1318361	0.13551
1070	-1968.6	-1802.64	-165.964	1.044116	887.1827	0.1530133	0.13551
1080	-1974.12	-1808.15	-165.964	1.044116	887.1748	0.1399925	0.13551
1090	-1976.08	-1810.12	-165.964	1.044116	887.1881	0.1408762	0.13551
1100	-1964.48	-1798.51	-165.964	1.044116	887.1211	0.1411298	0.13551
1110	-1967.88	-1801.92	-165.964	1.044116	887.2706	0.1344731	0.13551
1120	-1971.22	-1805.25	-165.964	1.044116	887.1972	0.136551	0.13551
1130	-1967.98	-1802.01	-165.964	1.044116	887.1036	0.1379984	0.13551
1140	-1968.7	-1802.74	-165.964	1.044116	887.286	0.1499424	0.13551
1150	-1971.17	-1805.2	-165.964	1.044116	887.2346	0.1385182	0.13551
1160	-1965.57	-1799.61	-165.964	1.044116	887.2008	0.1393078	0.13551
1170	-1967.63	-1801.67	-165.964	1.044116	887.173	0.1454419	0.13551
1180	-1965.58	-1799.62	-165.964	1.044116	887.2147	0.1311353	0.13551
1190	-1967.06	-1801.09	-165.964	1.044116	887.2736	0.1407202	0.13551
1200	-1964.33	-1798.37	-165.964	1.044116	887.2044	0.1372007	0.13551
1210	-1965.82	-1799.85	-165.964	1.044116	887.196	0.1392317	0.13551
1220	-1964.64	-1798.68	-165.964	1.044116	887.2155	0.1411071	0.13551
1230	-1965.87	-1799.91	-165.964	1.044116	887.1538	0.1385428	0.13551
1240	-1966.57	-1800.6	-165.964	1.044116	887.1587	0.1436385	0.13551
1250	-1965.71	-1799.74	-165.964	1.044116	887.2985	0.1456391	0.13551
1260	-1966.8	-1800.84	-165.964	1.044116	887.2628	0.1388662	0.13551
1270	-1969.84	-1803.87	-165.964	1.044116	887.2204	0.1436165	0.13551
1280	-1967.48	-1801.52	-165.964	1.044116	887.2186	0.1363919	0.13551
1290	-1969.34	-1803.37	-165.964	1.044116	887.3332	0.1632032	0.13551
1300	-1965.78	-1799.82	-165.964	1.044116	887.2519	0.146481	0.13551
1310	-1968.93	-1802.96	-165.964	1.044116	887.2038	0.1322373	0.13551
1320	-1966.89	-1800.93	-165.964	1.044116	887.1919	0.1339114	0.13551
1330	-1966.91	-1800.94	-165.964	1.044116	887.2244	0.1445939	0.13551
1340	-1971.72	-1805.76	-165.964	1.044116	887.3026	0.146162	0.13551
1350	-1971.1	-1805.14	-165.964	1.044116	887.3125	0.1469601	0.13551
1360	-1968.4	-1802.44	-165.964	1.044116	887.1454	0.1322867	0.13551
1370	-1965.41	-1799.45	-165.964	1.044116	887.0988	0.1341263	0.13551
1380	-1970.15	-1804.19	-165.964	1.044116	887.2952	0.1542055	0.13551
1390	-1964.27	-1798.3	-165.964	1.044116	887.2026	0.1428371	0.13551
1400	-1970.11	-1804.15	-165.964	1.044116	887.2895	0.1413268	0.13551
1410	-1967.43	-1801.46	-165.964	1.044116	887.163	0.1427266	0.13551
1420	-1972.61	-1806.64	-165.964	1.044116	887.1964	0.1392324	0.13551
1430	-1975.04	-1809.08	-165.964	1.044116	887.2881	0.1470095	0.13551
1440	-1970.38	-1804.42	-165.964	1.044116	887.2946	0.1569061	0.13551
1450	-1965.41	-1799.45	-165.964	1.044116	887.251	0.1403751	0.13551
1460	-1974.19	-1808.23	-165.964	1.044116	887.1217	0.1394353	0.13551
1470	-1964.29	-1798.33	-165.964	1.044116	887.1921	0.1353219	0.13551
1480	-1971.86	-1805.89	-165.964	1.044116	887.319	0.1347743	0.13551
1490	-1966.15	-1800.19	-165.964	1.044116	887.2927	0.1352957	0.13551
1500	-1964.97	-1799.01	-165.964	1.044116	887.1685	0.1408717	0.13551
1510	-1970.76	-1804.79	-165.964	1.044116	887.2668	0.1357989	0.13551
1520	-1966.79	-1800.82	-165.964	1.044116	887.3158	0.1325732	0.13551
1530	-1966.1	-1800.14	-165.964	1.044116	887.3224	0.1464227	0.13551
1540	-1964.09	-1798.13	-165.964	1.044116	887.2407	0.1384357	0.13551
1550	-1965	-1799.04	-165.964	1.044116	887.1994	0.1396186	0.13551
1560	-1965.77	-1799.81	-165.964	1.044116	887.2452	0.142547	0.13551
1570	-1969.58	-1803.62	-165.964	1.044116	887.2897	0.1445044	0.13551
1580	-1970.63	-1804.67	-165.964	1.044116	887.2791	0.1490181	0.13551
1590	-1974.97	-1809.01	-165.964	1.044116	887.2404	0.1456742	0.13551
1600	-1967.57	-1801.6	-165.964	1.044116	887.1633	0.1425483	0.13551
1610	-1969.35	-1803.38	-165.964	1.044116	887.1497	0.1401221	0.13551
1620	-1969.93	-1803.97	-165.964	1.044116	887.2195	0.1585404	0.13551
1630	-1971.27	-1805.3	-165.964	1.044116	887.287	0.1492843	0.13551
1640	-1965.35	-1799.39	-165.964	1.044116	887.1433	0.1316007	0.13551
1650	-1969.28	-1803.31	-165.964	1.044116	887.347	0.1496042	0.13551
1660	-1971.28	-1805.32	-165.964	1.044116	887.3222	0.1296441	0.13551
1670	-1972.23	-1806.26	-165.964	1.044116	887.3949	0.1450644	0.13551
1680	-1964.63	-1798.66	-165.964	1.044116	887.2723	0.1349384	0.13551
1690	-1963.98	-1798.01	-165.964	1.044116	887.2574	0.1416128	0.13551
1700	-1969.9	-1803.94	-165.964	1.044116	887.1457	0.1388055	0.13551
1710	-1975.48	-1809.51	-165.964	1.044116	887.1624	0.16246	0.13551
1720	-1966.47	-1800.5	-165.964	1.044116	887.2794	0.1342032	0.13551
1730	-1963.81	-1797.84	-165.964	1.044116	887.2401	0.1397913	0.13551
1740	-1968.18	-1802.21	-165.964	1.044116	887.0821	0.1388018	0.13551
1750	-1967.45	-1801.48	-165.964	1.044116	887.1453	0.1488581	0.13551
1760	-1970.54	-1804.58	-165.964	1.044116	887.174	0.1449131	0.13551
1770	-1971.42	-1805.46	-165.964	1.044116	887.2922	0.1368818	0.13551
1780	-1973.54	-1807.58	-165.964	1.044116	887.3817	0.1603888	0.13551
1790	-1964.23	-1798.27	-165.964	1.044116	887.2118	0.1399297	0.13551
1800	-1968.24	-1802.28	-165.964	1.044116	887.3493	0.1500496	0.13551
1810	-1967.06	-1801.1	-165.964	1.044116	887.2032	0.148873	0.13551
1820	-1967.13	-1801.16	-165.964	1.044116	887.2403	0.1315601	0.13551
1830	-1966.34	-1800.38	-165.964	1.044116	887.218	0.1338015	0.13551
1840	-1966.25	-1800.29	-165.964	1.044116	887.1891	0.1422691	0.13551
1850	-1965.91	-1799.94	-165.964	1.044116	887.2617	0.1394639	0.13551
1860	-1967.61	-1801.65	-165.964	1.044116	887.1096	0.1405621	0.13551
1870	-1974.95	-1808.98	-165.964	1.044116	887.1624	0.1313166	0.13551
1880	-1974.5	-1808.53	-165.964	1.044116	887.0634	0.1327397	0.13551
1890	-1967.9	-1801.93	-165.964	1.044116	887.1846	0.1373983	0.13551
1900	-1967.13	-1801.16	-165.964	1.044116	887.2854	0.1394756	0.13551
1910	-1967.93	-1801.97	-165.964	1.044116	887.2639	0.1421274	0.13551
1920	-1968.41	-1802.44	-165.964	1.044116	887.2379	0.1408071	0.13551
1930	-1975.17	-1809.2	-165.964	1.044116	887.4228	0.1583253	0.13551
1940	-1972.25	-1806.28	-165.964	1.044116	887.1925	0.1516973	0.13551
1950	-1967.05	-1801.08	-165.964	1.044116	887.2511	0.1385934	0.13551
1960	-1972.4	-1806.44	-165.964	1.044116	887.3223	0.158333	0.13551
1970	-1971.19	-1805.22	-165.964	1.044116	887.3703	0.1458559	0.13551
1980	-1971.53	-1805.57	-165.964	1.044116	887.3107	0.1420615	0.13551
1990	-1967.82	-1801.85	-165.964	1.044116	887.1618	0.1483391	0.13551
2000	-1967.78	-1801.82	-165.964	1.044116	887.1697	0.1536198	0.13551
2010	-1964.86	-1798.9	-165.964	1.044116	887.1731	0.1408102	0.13551
2020	-1969.25	-1803.29	-165.964	1.044116	887.2104	0.1516498	0.13551
2030	-1966.69	-1800.73	-165.964	1.044116	887.2732	0.1366615	0.13551
2040	-1968.6	-1802.64	-165.964	1.044116	887.2129	0.1436565	0.13551
2050	-1971.86	-1805.9	-165.964	1.044116	887.3639	0.1333951	0.13551
2060	-1965	-1799.03	-165.964	1.044116	887.2509	0.1394746	0.13551
2070	-1965.56	-1799.6	-165.964	1.044116	887.2199	0.1437026	0.13551
2080	-1970.1	-1804.13	-165.964	1.044116	887.2697	0.1320124	0.13551
2090	-1965.59	-1799.63	-165.964	1.044116	887.1852	0.1476817	0.13551
2100	-1966.52	-1800.56	-165.964	1.044116	887.3002	0.143431	0.13551
2110	-1968.8	-1802.84	-165.964	1.044116	887.3275	0.1350851	0.13551
2120	-1967.24	-1801.27	-165.964	1.044116	887.255	0.1449269	0.13551
2130	-1966.6	-1800.64	-165.964	1.044116	887.1675	0.1449269	0.13551
2140	-1971.16	-1805.19	-165.964	1.044116	887.1789	0.1439652	0.13551
2150	-1969.7	-1803.74	-165.964	1.044116	887.1859	0.1334498	0.13551
2160	-1971.52	-1805.56	-165.964	1.044116	887.1978	0.1314613	0.13551
2170	-1974.86	-1808.9	-165.964	1.044116	887.3154	0.1330748	0.13551
2180	-1971.38	-1805.42	-165.964	1.044116	887.3696	0.1683105	0.13551
2190	-1968.6	-1802.63	-165.964	1.044116	887.2562	0.1385628	0.13551
2200	-1964.33	-1798.37	-165.964	1.044116	887.2609	0.1525674	0.13551
2210	-1968.92	-1802.96	-165.964	1.044116	887.3908	0.1468053	0.13551
2220	-1967.13	-1801.17	-165.964	1.044116	887.2429	0.1461385	0.13551
2230	-1968.66	-1802.69	-165.964	1.044116	887.2483	0.1312003	0.13551
2240	-1968.48	-1802.52	-165.964	1.044116	887.2947	0.1473785	0.13551
2250	-1969.12	-1803.16	-165.964	1.044116	887.3235	0.1461768	0.13551
2260	-1967.75	-1801.79	-165.964	1.044116	887.1765	0.1404795	0.13551
2270	-1965.58	-1799.62	-165.964	1.044116	887.1325	0.1406081	0.13551
2280	-1968.5	-1802.54	-165.964	1.044116	887.1131	0.1334036	0.13551
2290	-1968.34	-1802.37	-165.964	1.044116	887.3237	0.1474042	0.13551
2300	-1969.14	-1803.17	-165.964	1.044116	887.3071	0.1403831	0.13551
2310	-1970.02	-1804.05	-165.964	1.044116	887.2103	0.138518	0.13551
2320	-1966.04	-1800.08	-165.964	1.044116	887.2344	0.139489	0.13551
2330	-1969.97	-1804.01	-165.964	1.044116	887.2438	0.139118	0.13551
2340	-1963.61	-1797.65	-165.964	1.044116	887.2218	0.1382558	0.13551
2350	-1964.77	-1798.81	-165.964	1.044116	887.2491	0.1464096	0.13551
2360	-1970.64	-1804.68	-165.964	1.044116	887.1839	0.129805	0.13551
2370	-1966.39	-1800.43	-165.964	1.044116	887.2154	0.1360397	0.13551
2380	-1969.29	-1803.33	-165.964	1.044116	887.3164	0.1354911	0.13551
2390	-1970.27	-1804.31	-165.964	1.044116	887.3391	0.1436447	0.13551
2400	-1963.52	-1797.55	-165.964	1.044116	887.2319	0.139385	0.13551
2410	-1962.12	-1796.16	-165.964	1.044116	887.1221	0.1346043	0.13551
2420	-1969.59	-1803.63	-165.964	1.044116	887.1965	0.1364721	0.13551
2430	-1967.89	-1801.93	-165.964	1.044116	887.357	0.1352783	0.13551
2440	-1967.14	-1801.18	-165.964	1.044116	887.2527	0.131261	0.13551
2450	-1967.35	-1801.38	-165.964	1.044116	887.1978	0.1389612	0.13551
2460	-1964.68	-1798.72	-165.964	1.044116	887.2896	0.1425087	0.13551
2470	-1971.81	-1805.84	-165.964	1.044116	887.1929	0.1329587	0.13551
2480	-1970.68	-1804.72	-165.964	1.044116	887.3354	0.1470923	0.13551
2490	-1969.72	-1803.76	-165.964	1.044116	887.1676	0.1388035	0.13551
2500	-1966.47	-1800.51	-165.964	1.044116	887.1869	0.148009	0.13551
2510	-1973.57	-1807.6	-165.964	1.044116	887.3095	0.1334918	0.13551
2520	-1964.09	-1798.12	-165.964	1.044116	887.1194	0.1336381	0.13551
2530	-1966.97	-1801.01	-165.964	1.044116	887.2812	0.1518083	0.13551
2540	-1969.85	-1803.89	-165.964	1.044116	887.215	0.1453355	0.13551
2550	-1973.83	-1807.86	-165.964	1.044116	887.3719	0.1623915	0.13551
2560	-1970.14	-1804.17	-165.964	1.044116	887.2708	0.1436357	0.13551
2570	-1970.4	-1804.44	-165.964	1.044116	887.3133	0.1531581	0.13551
2580	-1966.14	-1800.18	-165.964	1.044116	887.2099	0.132455	0.13551
2590	-1965.52	-1799.55	-165.964	1.044116	887.2915	0.1368644	0.13551
2600	-1965.43	-1799.47	-165.964	1.044116	887.2167	0.1369806	0.13551
2610	-1966.38	-1800.42	-165.964	1.044116	887.3212	0.1430383	0.13551
2620	-1967.92	-1801.95	-165.964	1.044116	887.274	0.1376349	0.13551
2630	-1967.77	-1801.81	-165.964	1.044116	887.1876	0.1300815	0.13551
2640	-1968.36	-1802.4	-165.964	1.044116	887.2702	0.1302861	0.13551
2650	-1970.3	-1804.34	-165.964	1.044116	887.362	0.1566777	0.13551
2660	-1963.23	-1797.26	-165.964	1.044116	887.2403	0.1444527	0.13551
2670	-1968.76	-1802.8	-165.964	1.044116	887.3365	0.1523229	0.13551
2680	-1966.9	-1800.94	-165.964	1.044116	887.1853	0.1347429	0.13551
2690	-1968.64	-1802.68	-165.964	1.044116	887.258	0.155103	0.13551
2700	-1965.45	-1799.49	-165.964	1.044116	887.2891	0.1424318	0.13551
2710	-1965.11	-1799.15	-165.964	1.044116	887.1797	0.1428765	0.13551
2720	-1965.32	-1799.36	-165.964	1.044116	887.1952	0.1458869	0.13551
2730	-1966.06	-1800.1	-165.964	1.044116	887.1247	0.1413866	0.13551
2740	-1968.42	-1802.46	-165.964	1.044116	887.1698	0.1414464	0.13551
2750	-1967.74	-1801.77	-165.964	1.044116	887.2199	0.1509423	0.13551
2760	-1966.79	-1800.83	-165.964	1.044116	887.2817	0.141802	0.13551
2770	-1965.23	-1799.26	-165.964	1.044116	887.2681	0.1459721	0.13551
2780	-1970.13	-1804.17	-165.964	1.044116	887.3101	0.1374842	0.13551
2790	-1969.76	-1803.79	-165.964	1.044116	887.2706	0.1322283	0.13551
2800	-1965.8	-1799.84	-165.964	1.044116	887.2718	0.1380887	0.13551
2810	-1965.13	-1799.16	-165.964	1.044116	887.1628	0.1469395	0.13551
2820	-1969.12	-1803.16	-165.964	1.044116	887.1835	0.1405657	0.13551
2830	-1966.51	-1800.55	-165.964	1.044116	887.1936	0.1497639	0.13551
2840	-1963.99	-1798.02	-165.964	1.044116	887.2202	0.1369464	0.13551
2850	-1964.44	-1798.48	-165.964	1.044116	887.249	0.1329402	0.13551
2860	-1975.79	-1809.83	-165.964	1.044116	887.3354	0.1325682	0.13551
2870	-1969.97	-1804	-165.964	1.044116	887.2937	0.1380389	0.13551
2880	-1970.98	-1805.02	-165.964	1.044116	887.25	0.1399067	0.13551
2890	-1964.18	-1798.22	-165.964	1.044116	887.1195	0.134755	0.13551
2900	-1964.09	-1798.12	-165.964	1.044116	887.2115	0.1410853	0.13551
2910	-1969.59	-1803.62	-165.964	1.044116	887.3638	0.1332692	0.13551
2920	-1967.93	-1801.96	-165.964	1.044116	887.2567	0.1300651	0.13551
2930	-1965.44	-1799.48	-165.964	1.044116	887.1674	0.1433023	0.13551
2940	-1964.53	-1798.56	-165.964	1.044116	887.1482	0.145359	0.13551
2950	-1967.48	-1801.52	-165.964	1.044116	887.266	0.1316812	0.13551
2960	-1978.23	-1812.27	-165.964	1.044116	887.3177	0.1492129	0.13551
2970	-1966.72	-1800.76	-165.964	1.044116	887.2356	0.1534324	0.13551
2980	-1974.44	-1808.48	-165.964	1.044116	887.4115	0.1379847	0.13551
2990	-1965.11	-1799.14	-165.964	1.044116	887.2684	0.1352237	0.13551
3000	-1966.07	-1800.11	-165.964	1.044116	887.2021	0.1353486	0.13551
