Iteration	Replicate_ID	Posterior	Likelihood	Prior	clock_time	TL	tmrca_Holocephalans_A	tmrca_Holocephalans_B
353	1	-2683.64	-2513.94	-169.7	2.160374	887.9721	443	0
354	0	-1971.42	-1805.46	-165.964	1.044116	887.2922	0.1368818	0.13551
355	1	-2686	-2516.3	-169.7	2.160374	888.0222	443	0
356	0	-1973.54	-1807.58	-165.964	1.044116	887.3817	0.1603888	0.13551
357	1	-2683.1	-2513.4	-169.7	2.160374	887.9429	443	0
358	0	-1964.23	-1798.27	-165.964	1.044116	887.2118	0.1399297	0.13551
359	1	-2683.35	-2513.65	-169.7	2.160374	888.0418	443	0
360	0	-1968.24	-1802.28	-165.964	1.044116	887.3493	0.1500496	0.13551
361	1	-2688.78	-2519.08	-169.7	2.160374	887.9279	443	0
362	0	-1967.06	-1801.1	-165.964	1.044116	887.2032	0.148873	0.13551
363	1	-2686.61	-2516.91	-169.7	2.160374	888.034	443	0
364	0	-1967.13	-1801.16	-165.964	1.044116	887.2403	0.1315601	0.13551
365	1	-2684.64	-2514.94	-169.7	2.160374	888.0307	443	0
366	0	-1966.34	-1800.38	-165.964	1.044116	887.218	0.1338015	0.13551
367	1	-2688.44	-2518.74	-169.7	2.160374	887.9582	443	0
368	0	-1966.25	-1800.29	-165.964	1.044116	887.1891	0.1422691	0.13551
369	1	-2683.73	-2514.03	-169.7	2.160374	887.9996	443	0
370	0	-1965.91	-1799.94	-165.964	1.044116	887.2617	0.1394639	0.13551
371	1	-2683.87	-2514.17	-169.7	2.160374	888.0696	443	0
372	0	-1967.61	-1801.65	-165.964	1.044116	887.1096	0.1405621	0.13551
373	1	-2688.66	-2518.96	-169.7	2.160374	888.0707	443	0
374	0	-1974.95	-1808.98	-165.964	1.044116	887.1624	0.1313166	0.13551
375	1	-2690.5	-2520.8	-169.7	2.160374	888.0663	443	0
376	0	-1974.5	-1808.53	-165.964	1.044116	887.0634	0.1327397	0.13551
377	1	-2680.86	-2511.16	-169.7	2.160374	887.9917	443	0
378	0	-1967.9	-1801.93	-165.964	1.044116	887.1846	0.1373983	0.13551
379	1	-2681.75	-2512.05	-169.7	2.160374	887.9903	443	0
380	0	-1967.13	-1801.16	-165.964	1.044116	887.2854	0.1394756	0.13551
381	1	-2677.9	-2508.2	-169.7	2.160374	887.9899	443	0
382	0	-1967.93	-1801.97	-165.964	1.044116	887.2639	0.1421274	0.13551
383	1	-2678.66	-2508.96	-169.7	2.160374	887.9384	443	0
384	0	-1968.41	-1802.44	-165.964	1.044116	887.2379	0.1408071	0.13551
385	1	-2684.44	-2514.74	-169.7	2.160374	887.9554	443	0
386	0	-1975.17	-1809.2	-165.964	1.044116	887.4228	0.1583253	0.13551
387	1	-2627.59	-2457.89	-169.7	2.160374	887.7823	443	0
388	0	-1972.25	-1806.28	-165.964	1.044116	887.1925	0.1516973	0.13551
389	1	-2623.36	-2453.66	-169.7	2.160374	887.7696	443	0
390	0	-1967.05	-1801.08	-165.964	1.044116	887.2511	0.1385934	0.13551
391	1	-2634.56	-2464.86	-169.7	2.160374	887.6631	443	0
392	0	-1972.4	-1806.44	-165.964	1.044116	887.3223	0.158333	0.13551
393	1	-2630.41	-2460.71	-169.7	2.160374	887.7367	443	0
394	0	-1971.19	-1805.22	-165.964	1.044116	887.3703	0.1458559	0.13551
395	1	-2630.53	-2460.83	-169.7	2.160374	887.8217	443	0
396	0	-1971.53	-1805.57	-165.964	1.044116	887.3107	0.1420615	0.13551
397	1	-2630.42	-2460.72	-169.7	2.160374	887.8423	443	0
398	0	-1967.82	-1801.85	-165.964	1.044116	887.1618	0.1483391	0.13551
399	1	-2627.39	-2457.69	-169.7	2.160374	887.6693	443	0
400	0	-1967.78	-1801.82	-165.964	1.044116	887.1697	0.1536198	0.13551
401	1	-2627.13	-2457.43	-169.7	2.160374	887.7215	443	0
402	0	-1964.86	-1798.9	-165.964	1.044116	887.1731	0.1408102	0.13551
403	1	-2633.04	-2463.34	-169.7	2.160374	887.6621	443	0
404	0	-1969.25	-1803.29	-165.964	1.044116	887.2104	0.1516498	0.13551
405	1	-2622.5	-2452.8	-169.7	2.160374	887.7221	443	0
406	0	-1966.69	-1800.73	-165.964	1.044116	887.2732	0.1366615	0.13551
407	1	-2624.55	-2454.85	-169.7	2.160374	887.7475	443	0
408	0	-1968.6	-1802.64	-165.964	1.044116	887.2129	0.1436565	0.13551
409	1	-2625.62	-2455.92	-169.7	2.160374	887.6603	443	0
410	0	-1971.86	-1805.9	-165.964	1.044116	887.3639	0.1333951	0.13551
411	1	-2627.04	-2457.34	-169.7	2.160374	887.5872	443	0
412	0	-1965	-1799.03	-165.964	1.044116	887.2509	0.1394746	0.13551
413	1	-2631.54	-2461.84	-169.7	2.160374	887.5641	443	0
414	0	-1965.56	-1799.6	-165.964	1.044116	887.2199	0.1437026	0.13551
415	1	-2633.4	-2463.7	-169.7	2.160374	887.669	443	0
416	0	-1970.1	-1804.13	-165.964	1.044116	887.2697	0.1320124	0.13551
417	1	-2630.94	-2461.24	-169.7	2.160374	887.7465	443	0
418	0	-1965.59	-1799.63	-165.964	1.044116	887.1852	0.1476817	0.13551
419	1	-2636.73	-2467.03	-169.7	2.160374	887.5747	443	0
420	0	-1966.52	-1800.56	-165.964	1.044116	887.3002	0.143431	0.13551
421	1	-2628.41	-2458.71	-169.7	2.160374	887.7265	443	0
422	0	-1968.8	-1802.84	-165.964	1.044116	887.3275	0.1350851	0.13551
423	1	-2626.33	-2456.63	-169.7	2.160374	887.6636	443	0
424	0	-1967.24	-1801.27	-165.964	1.044116	887.255	0.1449269	0.13551
425	1	-2631.16	-2461.46	-169.7	2.160374	887.6622	443	0
426	0	-1966.6	-1800.64	-165.964	1.044116	887.1675	0.1449269	0.13551
427	1	-2623.89	-2454.19	-169.7	2.160374	887.6202	443	0
428	0	-1971.16	-1805.19	-165.964	1.044116	887.1789	0.1439652	0.13551
429	1	-2631.27	-2461.57	-169.7	2.160374	887.721	443	0
430	0	-1969.7	-1803.74	-165.964	1.044116	887.1859	0.1334498	0.13551
431	1	-2629.09	-2459.39	-169.7	2.160374	887.7306	443	0
432	0	-1971.52	-1805.56	-165.964	1.044116	887.1978	0.1314613	0.13551
433	1	-2624.2	-2454.5	-169.7	2.160374	887.7636	443	0
434	0	-1974.86	-1808.9	-165.964	1.044116	887.3154	0.1330748	0.13551
435	1	-2629.05	-2459.35	-169.7	2.160374	887.6886	443	0
436	0	-1971.38	-1805.42	-165.964	1.044116	887.3696	0.1683105	0.13551
437	1	-2629.22	-2459.52	-169.7	2.160374	887.7311	443	0
438	0	-1968.6	-1802.63	-165.964	1.044116	887.2562	0.1385628	0.13551
439	1	-2625.24	-2455.54	-169.7	2.160374	887.6748	443	0
440	0	-1964.33	-1798.37	-165.964	1.044116	887.2609	0.1525674	0.13551
441	1	-2626.53	-2456.83	-169.7	2.160374	887.6183	443	0
442	0	-1968.92	-1802.96	-165.964	1.044116	887.3908	0.1468053	0.13551
443	1	-2628.4	-2458.7	-169.7	2.160374	887.6841	443	0
444	0	-1967.13	-1801.17	-165.964	1.044116	887.2429	0.1461385	0.13551
445	1	-2625.14	-2455.44	-169.7	2.160374	887.7309	443	0
446	0	-1968.66	-1802.69	-165.964	1.044116	887.2483	0.1312003	0.13551
447	1	-2622.65	-2452.95	-169.7	2.160374	887.7454	443	0
448	0	-1968.48	-1802.52	-165.964	1.044116	887.2947	0.1473785	0.13551
449	1	-2625.24	-2455.54	-169.7	2.160374	887.6968	443	0
450	0	-1969.12	-1803.16	-165.964	1.044116	887.3235	0.1461768	0.13551
451	1	-2627.72	-2458.02	-169.7	2.160374	887.6428	443	0
452	0	-1967.75	-1801.79	-165.964	1.044116	887.1765	0.1404795	0.13551
453	1	-2626.24	-2456.54	-169.7	2.160374	887.6478	443	0
454	0	-1965.58	-1799.62	-165.964	1.044116	887.1325	0.1406081	0.13551
455	1	-2626.1	-2456.4	-169.7	2.160374	887.7322	443	0
456	0	-1968.5	-1802.54	-165.964	1.044116	887.1131	0.1334036	0.13551
457	1	-2627.94	-2458.24	-169.7	2.160374	887.6712	443	0
458	0	-1968.34	-1802.37	-165.964	1.044116	887.3237	0.1474042	0.13551
459	1	-2631.68	-2461.98	-169.7	2.160374	887.8286	443	0
460	0	-1969.14	-1803.17	-165.964	1.044116	887.3071	0.1403831	0.13551
461	1	-2633.32	-2463.62	-169.7	2.160374	887.9027	443	0
462	0	-1970.02	-1804.05	-165.964	1.044116	887.2103	0.138518	0.13551
463	1	-2631.93	-2462.23	-169.7	2.160374	887.9258	443	0
464	0	-1966.04	-1800.08	-165.964	1.044116	887.2344	0.139489	0.13551
465	1	-2628.3	-2458.6	-169.7	2.160374	887.9078	443	0
466	0	-1969.97	-1804.01	-165.964	1.044116	887.2438	0.139118	0.13551
467	1	-2634.95	-2465.25	-169.7	2.160374	887.8066	443	0
468	0	-1963.61	-1797.65	-165.964	1.044116	887.2218	0.1382558	0.13551
469	1	-2624.62	-2454.92	-169.7	2.160374	887.7835	443	0
470	0	-1964.77	-1798.81	-165.964	1.044116	887.2491	0.1464096	0.13551
471	1	-2626.63	-2456.93	-169.7	2.160374	887.9177	443	0
472	0	-1970.64	-1804.68	-165.964	1.044116	887.1839	0.129805	0.13551
473	1	-2629.66	-2459.96	-169.7	2.160374	888.0125	443	0
474	0	-1966.39	-1800.43	-165.964	1.044116	887.2154	0.1360397	0.13551
475	1	-2634.2	-2464.5	-169.7	2.160374	887.9143	443	0
476	0	-1969.29	-1803.33	-165.964	1.044116	887.3164	0.1354911	0.13551
477	1	-2633.59	-2463.89	-169.7	2.160374	887.7915	443	0
478	0	-1970.27	-1804.31	-165.964	1.044116	887.3391	0.1436447	0.13551
479	1	-2625.36	-2455.66	-169.7	2.160374	887.6786	443	0
480	0	-1963.52	-1797.55	-165.964	1.044116	887.2319	0.139385	0.13551
481	1	-2628.25	-2458.55	-169.7	2.160374	887.8407	443	0
482	0	-1962.12	-1796.16	-165.964	1.044116	887.1221	0.1346043	0.13551
483	1	-2629.37	-2459.67	-169.7	2.160374	887.8864	443	0
484	0	-1969.59	-1803.63	-165.964	1.044116	887.1965	0.1364721	0.13551
485	1	-2624.3	-2454.6	-169.7	2.160374	887.7159	443	0
486	0	-1967.89	-1801.93	-165.964	1.044116	887.357	0.1352783	0.13551
487	1	-2625.05	-2455.35	-169.7	2.160374	887.7166	443	0
488	0	-1967.14	-1801.18	-165.964	1.044116	887.2527	0.131261	0.13551
489	1	-2628.35	-2458.65	-169.7	2.160374	887.6658	443	0
490	0	-1967.35	-1801.38	-165.964	1.044116	887.1978	0.1389612	0.13551
491	1	-2632.8	-2463.1	-169.7	2.160374	887.829	443	0
492	0	-1964.68	-1798.72	-165.964	1.044116	887.2896	0.1425087	0.13551
493	1	-2634.15	-2464.45	-169.7	2.160374	887.8751	443	0
494	0	-1971.81	-1805.84	-165.964	1.044116	887.1929	0.1329587	0.13551
495	1	-2625.37	-2455.67	-169.7	2.160374	887.8381	443	0
496	0	-1970.68	-1804.72	-165.964	1.044116	887.3354	0.1470923	0.13551
497	1	-2624.27	-2454.57	-169.7	2.160374	887.732	443	0
498	0	-1969.72	-1803.76	-165.964	1.044116	887.1676	0.1388035	0.13551
499	1	-2627.43	-2457.73	-169.7	2.160374	887.7569	443	0
500	0	-1966.47	-1800.51	-165.964	1.044116	887.1869	0.148009	0.13551
501	1	-2625.28	-2455.58	-169.7	2.160374	887.8589	443	0
502	0	-1973.57	-1807.6	-165.964	1.044116	887.3095	0.1334918	0.13551
503	1	-2628.02	-2458.32	-169.7	2.160374	887.9051	443	0
504	0	-1964.09	-1798.12	-165.964	1.044116	887.1194	0.1336381	0.13551
505	1	-2626.41	-2456.71	-169.7	2.160374	887.8273	443	0
506	0	-1966.97	-1801.01	-165.964	1.044116	887.2812	0.1518083	0.13551
507	1	-2626.82	-2457.12	-169.7	2.160374	887.889	443	0
508	0	-1969.85	-1803.89	-165.964	1.044116	887.215	0.1453355	0.13551
509	1	-2630.07	-2460.37	-169.7	2.160374	888.0193	443	0
510	0	-1973.83	-1807.86	-165.964	1.044116	887.3719	0.1623915	0.13551
511	1	-2629.51	-2459.81	-169.7	2.160374	887.8317	443	0
512	0	-1970.14	-1804.17	-165.964	1.044116	887.2708	0.1436357	0.13551
513	1	-2628.17	-2458.47	-169.7	2.160374	887.74	443	0
514	0	-1970.4	-1804.44	-165.964	1.044116	887.3133	0.1531581	0.13551
515	1	-2627.56	-2457.86	-169.7	2.160374	887.7227	443	0
516	0	-1966.14	-1800.18	-165.964	1.044116	887.2099	0.132455	0.13551
517	1	-2627.13	-2457.43	-169.7	2.160374	887.7773	443	0
518	0	-1965.52	-1799.55	-165.964	1.044116	887.2915	0.1368644	0.13551
519	1	-2625.61	-2455.91	-169.7	2.160374	887.743	443	0
520	0	-1965.43	-1799.47	-165.964	1.044116	887.2167	0.1369806	0.13551
521	1	-2624.89	-2455.19	-169.7	2.160374	887.8049	443	0
522	0	-1966.38	-1800.42	-165.964	1.044116	887.3212	0.1430383	0.13551
523	1	-2627.36	-2457.66	-169.7	2.160374	887.7043	443	0
524	0	-1967.92	-1801.95	-165.964	1.044116	887.274	0.1376349	0.13551
525	1	-2627.06	-2457.36	-169.7	2.160374	887.6937	443	0
526	0	-1967.77	-1801.81	-165.964	1.044116	887.1876	0.1300815	0.13551
527	1	-2630.38	-2460.68	-169.7	2.160374	887.988	443	0
528	0	-1968.36	-1802.4	-165.964	1.044116	887.2702	0.1302861	0.13551
529	1	-2627.35	-2457.65	-169.7	2.160374	887.8776	443	0
530	0	-1970.3	-1804.34	-165.964	1.044116	887.362	0.1566777	0.13551
531	1	-2633.69	-2463.99	-169.7	2.160374	887.8385	443	0
532	0	-1963.23	-1797.26	-165.964	1.044116	887.2403	0.1444527	0.13551
533	1	-2630.94	-2461.24	-169.7	2.160374	887.8677	443	0
534	0	-1968.76	-1802.8	-165.964	1.044116	887.3365	0.1523229	0.13551
535	1	-2629.69	-2459.99	-169.7	2.160374	887.9085	443	0
536	0	-1966.9	-1800.94	-165.964	1.044116	887.1853	0.1347429	0.13551
537	1	-2630.81	-2461.11	-169.7	2.160374	887.8404	443	0
538	0	-1968.64	-1802.68	-165.964	1.044116	887.258	0.155103	0.13551
539	1	-2625.35	-2455.65	-169.7	2.160374	887.8399	443	0
540	0	-1965.45	-1799.49	-165.964	1.044116	887.2891	0.1424318	0.13551
541	1	-2625.57	-2455.87	-169.7	2.160374	887.7339	443	0
542	0	-1965.11	-1799.15	-165.964	1.044116	887.1797	0.1428765	0.13551
543	1	-2626.04	-2456.34	-169.7	2.160374	887.7522	443	0
544	0	-1965.32	-1799.36	-165.964	1.044116	887.1952	0.1458869	0.13551
545	1	-2626.17	-2456.47	-169.7	2.160374	887.8415	443	0
546	0	-1966.06	-1800.1	-165.964	1.044116	887.1247	0.1413866	0.13551
547	1	-2629.66	-2459.96	-169.7	2.160374	887.7029	443	0
548	0	-1968.42	-1802.46	-165.964	1.044116	887.1698	0.1414464	0.13551
549	1	-2627.92	-2458.22	-169.7	2.160374	887.8556	443	0
550	0	-1967.74	-1801.77	-165.964	1.044116	887.2199	0.1509423	0.13551
551	1	-2629.56	-2459.86	-169.7	2.160374	887.7469	443	0
552	0	-1966.79	-1800.83	-165.964	1.044116	887.2817	0.141802	0.13551
553	1	-2632.59	-2462.89	-169.7	2.160374	887.8066	443	0
554	0	-1965.23	-1799.26	-165.964	1.044116	887.2681	0.1459721	0.13551
555	1	-2623.65	-2453.95	-169.7	2.160374	887.8627	443	0
556	0	-1970.13	-1804.17	-165.964	1.044116	887.3101	0.1374842	0.13551
557	1	-2628.23	-2458.53	-169.7	2.160374	887.8859	443	0
558	0	-1969.76	-1803.79	-165.964	1.044116	887.2706	0.1322283	0.13551
559	1	-2632.96	-2463.26	-169.7	2.160374	887.8291	443	0
560	0	-1965.8	-1799.84	-165.964	1.044116	887.2718	0.1380887	0.13551
561	1	-2635.2	-2465.5	-169.7	2.160374	887.8303	443	0
562	0	-1965.13	-1799.16	-165.964	1.044116	887.1628	0.1469395	0.13551
563	1	-2631.58	-2461.88	-169.7	2.160374	887.8073	443	0
564	0	-1969.12	-1803.16	-165.964	1.044116	887.1835	0.1405657	0.13551
565	1	-2627.54	-2457.84	-169.7	2.160374	887.8561	443	0
566	0	-1966.51	-1800.55	-165.964	1.044116	887.1936	0.1497639	0.13551
567	1	-2630.79	-2461.09	-169.7	2.160374	887.7916	443	0
568	0	-1963.99	-1798.02	-165.964	1.044116	887.2202	0.1369464	0.13551
569	1	-2628.58	-2458.88	-169.7	2.160374	887.7545	443	0
570	0	-1964.44	-1798.48	-165.964	1.044116	887.249	0.1329402	0.13551
571	1	-2624.6	-2454.9	-169.7	2.160374	887.871	443	0
572	0	-1975.79	-1809.83	-165.964	1.044116	887.3354	0.1325682	0.13551
573	1	-2628.77	-2459.07	-169.7	2.160374	887.9186	443	0
574	0	-1969.97	-1804	-165.964	1.044116	887.2937	0.1380389	0.13551
575	1	-2628.02	-2458.32	-169.7	2.160374	887.881	443	0
576	0	-1970.98	-1805.02	-165.964	1.044116	887.25	0.1399067	0.13551
577	1	-2625.96	-2456.26	-169.7	2.160374	887.7593	443	0
578	0	-1964.18	-1798.22	-165.964	1.044116	887.1195	0.134755	0.13551
579	1	-2624.62	-2454.92	-169.7	2.160374	887.8062	443	0
580	0	-1964.09	-1798.12	-165.964	1.044116	887.2115	0.1410853	0.13551
581	1	-2626.97	-2457.27	-169.7	2.160374	887.8527	443	0
582	0	-1969.59	-1803.62	-165.964	1.044116	887.3638	0.1332692	0.13551
583	1	-2624.26	-2454.56	-169.7	2.160374	887.7673	443	0
584	0	-1967.93	-1801.96	-165.964	1.044116	887.2567	0.1300651	0.13551
585	1	-2624.04	-2454.34	-169.7	2.160374	887.7259	443	0
586	0	-1965.44	-1799.48	-165.964	1.044116	887.1674	0.1433023	0.13551
587	1	-2624.92	-2455.22	-169.7	2.160374	887.7501	443	0
588	0	-1964.53	-1798.56	-165.964	1.044116	887.1482	0.145359	0.13551
589	1	-2625.01	-2455.31	-169.7	2.160374	887.8333	443	0
590	0	-1967.48	-1801.52	-165.964	1.044116	887.266	0.1316812	0.13551
591	1	-2623.91	-2454.21	-169.7	2.160374	887.7677	443	0
592	0	-1978.23	-1812.27	-165.964	1.044116	887.3177	0.1492129	0.13551
593	1	-2625.52	-2455.82	-169.7	2.160374	887.7939	443	0
594	0	-1966.72	-1800.76	-165.964	1.044116	887.2356	0.1534324	0.13551
595	1	-2623.66	-2453.96	-169.7	2.160374	887.7997	443	0
596	0	-1974.44	-1808.48	-165.964	1.044116	887.4115	0.1379847	0.13551
597	1	-2623.55	-2453.85	-169.7	2.160374	887.7891	443	0
598	0	-1965.11	-1799.14	-165.964	1.044116	887.2684	0.1352237	0.13551
599	1	-2629.96	-2460.26	-169.7	2.160374	887.8605	443	0
600	0	-1966.07	-1800.11	-165.964	1.044116	887.2021	0.1353486	0.13551
601	1	-2627.31	-2457.61	-169.7	2.160374	887.9128	443	0
