Iteration	Posterior	Likelihood	Prior	birth_rate	clock_rate	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	root_time	sf[1]	sf[2]	sf[3]	sf[4]	tmrca_Ursidae	turnover
4510	-2012.93	-1982.66	-30.2672	0.6604339	0.000187349	0.4376152	0.3373823	0.2228187	0.0525646	0.267247	0.153852	0.0592202	0.459539	0.0075771	46.18009	0.195238	0.29904	0.335988	0.169734	46.18009	0.6626177
4520	-2006.2	-1978.67	-27.5285	0.8962587	0.0002022184	0.7513078	0.1617289	0.1449509	0.0418058	0.332825	0.122662	0.0326712	0.459852	0.010184	50.24285	0.188014	0.30684	0.32248	0.182666	50.24285	0.8382711
4530	-2009.98	-1981.01	-28.9677	0.3029524	0.0001990247	0.1815984	0.4005713	0.121354	0.00892632	0.414302	0.102051	0.0262926	0.424631	0.0237979	51.59379	0.176345	0.336583	0.316552	0.17052	51.59379	0.5994287
4540	-2006.9	-1978.85	-28.0464	0.5599919	0.0002417531	0.2513596	0.5511371	0.3086323	0.00923554	0.358373	0.0478877	0.0706647	0.485567	0.0282713	50.58054	0.190882	0.322861	0.301455	0.184801	50.58054	0.4488629
4550	-2017.35	-1987.83	-29.5177	0.3215096	0.0001900823	0.2076827	0.354039	0.1138269	0.0299481	0.377473	0.182063	0.0212901	0.338376	0.0508501	48.84466	0.19013	0.354127	0.289302	0.16644	48.84466	0.645961
4560	-2012.49	-1983.39	-29.0979	0.6632913	0.0001958019	0.4305156	0.3509404	0.2327757	0.038815	0.328467	0.0924986	0.0263557	0.43856	0.0753037	53.2362	0.210536	0.311305	0.3075	0.170659	53.2362	0.6490596
4570	-2004.15	-1976.17	-27.9787	0.3798056	0.0001614775	0.2121583	0.4414029	0.1676473	0.00459778	0.348702	0.0981969	0.0717179	0.463334	0.013452	45.6364	0.179556	0.332189	0.32209	0.166165	45.6364	0.5585971
4580	-2006.91	-1978.01	-28.8997	0.3844145	0.0001551267	0.1406399	0.6341451	0.2437746	0.00611383	0.235459	0.139101	0.0437632	0.563459	0.012104	52.39607	0.184175	0.32731	0.327339	0.161176	52.39607	0.3658549
4590	-2010.85	-1980.33	-30.5219	0.2874147	0.0001960297	0.123777	0.5693436	0.1636377	0.0122325	0.298103	0.190245	0.0254053	0.406929	0.0670857	43.90862	0.184629	0.335966	0.314082	0.165324	43.90862	0.4306564
4600	-2011.72	-1983.09	-28.625	0.3075589	0.00019266	0.1143663	0.6281483	0.1931926	0.0071479	0.291797	0.246571	0.0207733	0.345043	0.0886677	47.16441	0.186614	0.319566	0.299079	0.194741	47.16441	0.3718517
4610	-2006.57	-1979.15	-27.4172	1.100926	0.0001527864	0.9972839	0.09414083	0.1036421	0.00534581	0.242887	0.114259	0.0831815	0.551153	0.00317427	47.79268	0.192446	0.302765	0.330064	0.174725	47.79268	0.9058592
4620	-2009.82	-1982.18	-27.6469	0.4967134	0.00016499	0.1982967	0.6007824	0.2984166	0.00271388	0.46253	0.0650573	0.0112024	0.456311	0.0021854	50.39072	0.188393	0.334414	0.292038	0.185156	50.39072	0.3992176
4630	-2007.53	-1977.81	-29.719	0.2954275	0.0001480954	0.0400104	0.8645678	0.2554171	0.00255371	0.270997	0.234298	0.0370934	0.450253	0.00480482	54.30525	0.1961	0.31353	0.322566	0.167803	54.30525	0.1354322
4640	-2008.63	-1979.33	-29.3042	0.3193082	0.0001807655	0.1492319	0.53264	0.1700763	0.0101915	0.323343	0.118289	0.115165	0.420136	0.0128757	50.49867	0.193057	0.310938	0.326687	0.169318	50.49867	0.46736
4650	-2010.97	-1978.79	-32.1827	0.104492	0.000159811	0.04613735	0.5584603	0.05835462	0.00708071	0.390217	0.0861604	0.102115	0.407091	0.00733568	51.55073	0.176431	0.34228	0.316391	0.164898	51.55073	0.4415397
4660	-2005.7	-1975.89	-29.8132	0.403467	0.0001497566	0.1386887	0.6562576	0.2647783	0.00779305	0.365086	0.0636454	0.0621534	0.49404	0.00728281	47.56711	0.190929	0.333659	0.314355	0.161057	47.56711	0.3437424
4670	-2007.58	-1977.67	-29.9032	0.4841571	0.000214886	0.2741423	0.4337739	0.2100147	0.00441279	0.286213	0.236881	0.0708393	0.387308	0.0143466	45.06318	0.176379	0.325189	0.324111	0.174322	45.06318	0.5662261
4680	-2006.01	-1977.29	-28.7205	0.5505749	0.0002146363	0.3126341	0.432168	0.2379408	0.0197919	0.38429	0.0983558	0.0964627	0.387777	0.0133221	50.49767	0.181589	0.323294	0.310163	0.184954	50.49767	0.567832
4690	-2017.12	-1987.5	-29.613	0.2249488	0.0001907851	0.1082474	0.5187911	0.1167014	0.0452796	0.166517	0.213593	0.0944819	0.451311	0.0288179	52.31623	0.1854	0.317061	0.313151	0.184388	52.31623	0.4812089
4700	-2008.17	-1978.46	-29.7037	0.4461873	0.0001702404	0.3020472	0.3230485	0.1441401	0.0324417	0.398174	0.172733	0.023646	0.367246	0.00575967	52.89827	0.203128	0.334711	0.302194	0.159966	52.89827	0.6769515
4710	-2006.49	-1976.74	-29.7512	0.3299755	0.0002063885	0.06193656	0.8122995	0.268039	0.0136491	0.392727	0.0895571	0.0934644	0.400388	0.0102153	45.51388	0.175308	0.329873	0.315879	0.178941	45.51388	0.1877005
4720	-2015.39	-1985.04	-30.3486	0.1526676	0.0001519837	0.07309913	0.5211875	0.07956842	0.00229985	0.416668	0.114176	0.0327246	0.426695	0.00743675	50.61079	0.204406	0.321784	0.288659	0.185151	50.61079	0.4788125
4730	-2015.49	-1985.18	-30.3065	0.1782999	0.0001154019	0.1006927	0.4352621	0.07760718	0.00281216	0.36505	0.156164	0.00943547	0.455497	0.0110404	46.61129	0.198303	0.314916	0.288541	0.198241	46.61129	0.5647379
4740	-2012.83	-1982.79	-30.0371	0.8906625	0.0002011611	0.7438868	0.1647939	0.1467758	0.0153809	0.507109	0.121148	0.0225006	0.309648	0.024214	45.93809	0.160057	0.32497	0.327635	0.187338	45.93809	0.8352061
4750	-2011	-1981.88	-29.1169	0.3138297	0.0001982656	0.1462298	0.5340471	0.1675998	0.00825903	0.362641	0.0940578	0.0273556	0.494841	0.0128456	49.04407	0.202414	0.313135	0.307353	0.177098	49.04407	0.4659529
4760	-2010.85	-1980.18	-30.6723	0.1470184	0.0001508697	0.06404383	0.5643822	0.08297457	0.0184861	0.317844	0.108394	0.0364819	0.49086	0.0279344	47.59847	0.180906	0.348653	0.287136	0.183305	47.59847	0.4356178
4770	-2014.08	-1983.61	-30.4744	0.495545	0.000159514	0.2799386	0.4350895	0.2156064	0.0541649	0.453001	0.0844995	0.0379707	0.354017	0.016347	47.79109	0.202002	0.29305	0.328988	0.175959	47.79109	0.5649105
4780	-2016.64	-1989.51	-27.1246	0.7412311	0.000243668	0.4543304	0.3870598	0.2869007	0.0545337	0.451692	0.127767	0.0111566	0.332214	0.0226364	45.64057	0.205844	0.34083	0.286186	0.16714	45.64057	0.6129402
4790	-2007.2	-1979.97	-27.2308	0.4880758	0.0001906473	0.3274008	0.3292008	0.160675	0.00713154	0.285062	0.246887	0.0402721	0.419652	0.000994869	46.01108	0.176754	0.350976	0.304723	0.167547	46.01108	0.6707992
4800	-2014.76	-1986.12	-28.6453	1.124054	0.0001554945	0.8363641	0.2559398	0.2876902	0.00106865	0.444637	0.126271	0.0494589	0.376163	0.00240193	50.23651	0.167839	0.341672	0.317059	0.17343	50.23651	0.7440602
4810	-2008.73	-1978.08	-30.6503	6.307301	0.0002444569	6.214975	0.01463798	0.09232616	0.000568329	0.303945	0.114155	0.0339227	0.544976	0.00243316	46.41682	0.183366	0.320569	0.32236	0.173705	46.41682	0.985362
4820	-2005.23	-1977.37	-27.8641	0.2795715	0.0001822574	0.05268602	0.8115472	0.2268854	0.000295105	0.450208	0.144057	0.0579898	0.33532	0.0121299	48.80353	0.181344	0.338275	0.299598	0.180783	48.80353	0.1884528
4830	-2007.9	-1977.51	-30.388	0.1940781	0.0001295674	0.1080619	0.4432041	0.0860162	0.0112938	0.354049	0.111593	0.0429293	0.458755	0.021379	45.87912	0.186484	0.324098	0.312774	0.176644	45.87912	0.5567959
4840	-2009.85	-1978.69	-31.1591	0.315535	0.0001590287	0.1182635	0.6251969	0.1972715	0.0277932	0.315126	0.187087	0.065339	0.401511	0.00314371	51.11844	0.182436	0.331426	0.312731	0.173406	51.11844	0.3748031
4850	-2007.58	-1978.24	-29.34	0.4999644	0.0001760814	0.3694501	0.2610473	0.1305143	0.00445016	0.400526	0.19699	0.0175943	0.374258	0.00618248	45.65254	0.178283	0.327614	0.326495	0.167607	45.65254	0.7389527
4860	-2009.33	-1979.19	-30.1347	0.2594859	0.0001912348	0.04696471	0.8190086	0.2125212	0.000305741	0.395207	0.14074	0.050033	0.378829	0.0348847	45.12102	0.193033	0.34722	0.290127	0.16962	45.12102	0.1809914
4870	-2007.94	-1980.7	-27.2359	0.2997298	0.0001856703	0.1178358	0.6068599	0.181894	0.00119063	0.395434	0.0840845	0.0548898	0.436558	0.0278432	50.22223	0.198534	0.330404	0.292821	0.178241	50.22223	0.3931401
4880	-2013.38	-1982.99	-30.396	0.1568851	0.0001954988	0.0355275	0.7735445	0.1213576	0.000847335	0.303077	0.0713322	0.026635	0.45624	0.141868	47.16771	0.187311	0.315307	0.323646	0.173736	47.16771	0.2264555
4890	-2009.69	-1981.45	-28.237	0.4851723	0.0001690115	0.3215097	0.3373289	0.1636626	0.0018952	0.320074	0.105584	0.0525161	0.393026	0.126905	50.97045	0.186514	0.312495	0.327401	0.173589	50.97045	0.6626711
4900	-2011.72	-1984.36	-27.3602	0.2329671	0.0002347645	0.07543086	0.6762167	0.1575363	0.00303514	0.335222	0.130473	0.0982556	0.366116	0.0668989	49.07147	0.182463	0.329743	0.319318	0.168477	49.07147	0.3237833
4910	-2012.24	-1985.42	-26.8279	0.5181644	0.0002195242	0.2907649	0.438856	0.2273996	0.0222761	0.299683	0.241453	0.0210495	0.34131	0.0742283	47.84523	0.191172	0.332828	0.294449	0.181551	47.84523	0.561144
4920	-2015.48	-1981.96	-33.5195	0.2371139	0.0001161074	0.09635438	0.5936367	0.1407595	0.0776996	0.278116	0.109704	0.0699785	0.395616	0.0688863	54.69736	0.189196	0.324238	0.315362	0.171204	54.69736	0.4063633
4930	-2009.01	-1978.12	-30.8841	2.151479	0.0001807112	1.990002	0.07505433	0.1614779	0.011671	0.434717	0.170341	0.0708045	0.275918	0.0365481	47.68945	0.179501	0.323932	0.314132	0.182435	47.68945	0.9249457
4940	-2007.5	-1979.43	-28.0678	1.374687	0.0001853905	1.294743	0.05815465	0.07994445	0.0135675	0.406363	0.130454	0.065526	0.35545	0.02864	49.36821	0.186773	0.32279	0.305163	0.185274	49.36821	0.9418453
4950	-2013.24	-1980.03	-33.205	0.3085804	0.0001412083	0.03313319	0.892627	0.2754472	0.0273521	0.36125	0.149561	0.0491184	0.39307	0.019648	51.96091	0.206388	0.324487	0.289618	0.179508	51.96091	0.107373
4960	-2010.53	-1978.74	-31.7824	0.1821196	0.0001246568	0.01415166	0.9222947	0.167968	0.02913	0.299256	0.166772	0.0477489	0.41862	0.0384731	52.84421	0.183005	0.332961	0.316749	0.167285	52.84421	0.07770528
4970	-2014.69	-1988.8	-25.8847	0.502586	0.0002597225	0.2929437	0.4171273	0.2096423	0.0929435	0.261446	0.128378	0.0466335	0.418763	0.0518363	50.51763	0.167141	0.338717	0.311906	0.182236	50.51763	0.5828727
4980	-2010.12	-1983.2	-26.9141	0.3580984	0.0002492708	0.1595093	0.5545658	0.1985891	0.0297869	0.25798	0.127751	0.0762437	0.471722	0.0365167	47.18369	0.206377	0.338911	0.302798	0.151914	47.18369	0.4454342
4990	-2008.05	-1978.38	-29.6724	0.249924	0.0001233595	0.1156377	0.5373085	0.1342863	0.0119038	0.289297	0.16248	0.0995979	0.434856	0.00186586	49.44359	0.18185	0.313997	0.321128	0.183025	49.44359	0.4626915
5000	-2009.29	-1979.56	-29.7331	0.3357693	0.0001905379	0.142427	0.5758189	0.1933423	0.0537399	0.319102	0.242946	0.0647165	0.302553	0.0169423	45.16363	0.183407	0.320249	0.321187	0.175157	45.16363	0.4241811
